date,region,resident,nonresident,total
2020-04-02,Interior,1,0,1
2020-04-03,Interior,3,0,3
2020-04-04,Interior,7,1,8
2020-04-05,Interior,1,0,1
2020-04-06,Interior,11,0,11
2020-04-07,Interior,5,0,5
2020-04-08,Interior,2,0,2
2020-04-09,Interior,4,0,4
2020-04-10,Interior,0,0,0
2020-04-11,Interior,3,0,3
2020-04-12,Interior,0,0,0
2020-04-13,Interior,0,0,0
2020-04-14,Interior,0,0,0
2020-04-15,Interior,0,1,1
2020-04-16,Interior,0,0,0
2020-04-17,Interior,0,0,0
2020-04-18,Interior,0,0,0
2020-04-19,Interior,0,0,0
2020-04-20,Interior,0,0,0
2020-04-21,Interior,0,0,0
2020-04-22,Interior,0,0,0
2020-04-23,Interior,0,0,0
2020-04-25,Interior,1,0,1
2020-04-26,Interior,0,0,0
2020-04-27,Interior,1,0,1
2020-04-28,Interior,0,0,0
2020-04-30,Interior,1,0,1
2020-05-01,Interior,1,0,1
2020-05-02,Interior,0,0,0
2020-05-03,Interior,0,0,0
2020-05-04,Interior,0,0,0
2020-05-05,Interior,1,0,1
2020-05-06,Interior,0,0,0
2020-05-07,Interior,0,0,0
2020-05-08,Interior,0,0,0
2020-05-09,Interior,1,0,1
2020-05-10,Interior,1,0,1
2020-05-11,Interior,0,0,0
2020-05-12,Interior,0,0,0
2020-05-13,Interior,1,0,1
2020-05-14,Interior,0,0,0
2020-05-15,Interior,0,0,0
2020-05-16,Interior,0,0,0
2020-05-17,Interior,0,0,0
2020-05-19,Interior,0,0,0
2020-05-21,Interior,0,0,0
2020-05-22,Interior,0,0,0
2020-05-24,Interior,0,0,0
2020-05-25,Interior,0,0,0
2020-05-26,Interior,0,0,0
2020-05-27,Interior,0,0,0
2020-05-28,Interior,0,0,0
2020-05-29,Interior,0,0,0
2020-05-30,Interior,0,0,0
2020-05-31,Interior,0,0,0
2020-06-01,Interior,0,0,0
2020-06-02,Interior,0,0,0
2020-06-03,Interior,0,0,0
2020-06-04,Interior,0,0,0
2020-06-05,Interior,0,0,0
2020-06-06,Interior,0,0,0
2020-06-07,Interior,0,0,0
2020-06-08,Interior,0,0,0
2020-06-09,Interior,0,0,0
2020-06-10,Interior,3,0,3
2020-06-11,Interior,1,0,1
2020-06-12,Interior,3,1,4
2020-06-13,Interior,4,0,4
2020-06-14,Interior,0,0,0
2020-06-15,Interior,0,0,0
2020-06-16,Interior,6,3,9
2020-06-17,Interior,3,2,5
2020-06-18,Interior,2,0,2
2020-06-19,Interior,8,1,9
2020-06-20,Interior,3,0,3
2020-06-21,Interior,0,0,0
2020-06-22,Interior,2,2,4
2020-06-23,Interior,3,4,7
2020-06-24,Interior,7,1,8
2020-06-25,Interior,3,0,3
2020-06-26,Interior,2,1,3
2020-06-27,Interior,5,2,7
2020-06-28,Interior,2,0,2
2020-06-29,Interior,5,0,5
2020-06-30,Interior,6,1,7
2020-07-01,Interior,4,0,4
2020-07-02,Interior,11,2,13
2020-07-03,Interior,6,2,8
2020-07-04,Interior,2,1,3
2020-07-05,Interior,5,0,5
2020-07-06,Interior,1,0,1
2020-07-07,Interior,5,2,7
2020-07-08,Interior,8,0,8
2020-07-09,Interior,15,0,15
2020-07-10,Interior,26,6,32
2020-07-11,Interior,28,2,30
2020-07-12,Interior,11,2,13
2020-07-13,Interior,8,0,8
2020-07-14,Interior,7,0,7
2020-07-15,Interior,25,6,31
2020-07-16,Interior,4,0,4
2020-07-17,Interior,9,3,12
2020-07-18,Interior,20,0,20
2020-07-19,Interior,8,0,8
2020-07-20,Interior,5,0,5
2020-07-21,Interior,14,0,14
2020-07-22,Interior,18,1,19
2020-07-23,Interior,6,0,6
2020-07-24,Interior,9,0,9
2020-07-25,Interior,12,3,15
2020-07-26,Interior,3,0,3
2020-07-27,Interior,8,0,8
2020-07-28,Interior,2,0,2
2020-07-29,Interior,6,2,8
2020-07-30,Interior,15,0,15
2020-07-31,Interior,5,0,5
2020-08-01,Interior,4,1,5
2020-08-02,Interior,4,1,5
2020-08-03,Interior,4,1,5
2020-08-04,Interior,4,0,4
2020-08-05,Interior,6,0,6
2020-08-06,Interior,10,1,11
2020-08-07,Interior,6,0,6
2020-08-08,Interior,11,1,12
2020-08-09,Interior,2,0,2
2020-08-10,Interior,2,0,2
2020-08-11,Interior,7,0,7
2020-08-12,Interior,14,0,14
2020-08-13,Interior,2,0,2
2020-08-14,Interior,22,0,22
2020-08-15,Interior,10,0,10
2020-08-16,Interior,5,0,5
2020-08-17,Interior,9,0,9
2020-08-18,Interior,14,3,17
2020-08-19,Interior,12,0,12
2020-08-20,Interior,13,1,14
2020-08-21,Interior,14,0,14
2020-08-22,Interior,12,0,12
2020-08-23,Interior,3,0,3
2020-08-24,Interior,4,0,4
2020-08-25,Interior,10,0,10
2020-08-26,Interior,18,0,18
2020-08-27,Interior,19,2,21
2020-08-28,Interior,15,1,16
2020-08-29,Interior,14,4,18
2020-08-30,Interior,5,0,5
2020-08-31,Interior,5,0,5
2020-09-01,Interior,22,0,22
2020-09-02,Interior,18,1,19
2020-09-03,Interior,22,0,22
2020-09-04,Interior,19,0,19
2020-09-05,Interior,19,1,20
2020-09-06,Interior,8,1,9
2020-09-07,Interior,4,0,4
2020-09-08,Interior,12,0,12
2020-09-09,Interior,33,0,33
2020-09-10,Interior,35,3,38
2020-09-11,Interior,21,0,21
2020-09-12,Interior,16,0,16
2020-09-13,Interior,13,0,13
2020-09-14,Interior,5,0,5
2020-09-15,Interior,18,0,18
2020-09-16,Interior,15,0,15
2020-09-17,Interior,13,1,14
2020-09-18,Interior,13,0,13
2020-09-19,Interior,21,0,21
2020-09-20,Interior,19,1,20
2020-09-21,Interior,6,0,6
2020-09-22,Interior,16,0,16
2020-09-23,Interior,12,2,14
2020-09-24,Interior,33,0,33
2020-09-25,Interior,26,0,26
2020-09-26,Interior,30,0,30
2020-09-27,Interior,16,0,16
2020-09-28,Interior,17,0,17
2020-09-29,Interior,16,0,16
2020-09-30,Interior,36,0,36
2020-10-01,Interior,42,2,44
2020-10-02,Interior,38,0,38
2020-10-03,Interior,45,1,46
2020-10-04,Interior,55,1,56
2020-10-05,Interior,28,2,30
2020-10-06,Interior,39,0,39
2020-10-07,Interior,29,1,30
2020-10-08,Interior,44,0,44
2020-10-09,Interior,37,0,37
2020-10-10,Interior,41,0,41
2020-10-11,Interior,48,0,48
2020-10-12,Interior,30,0,30
2020-10-13,Interior,17,0,17
2020-10-14,Interior,29,0,29
2020-10-15,Interior,35,0,35
2020-10-16,Interior,36,0,36
2020-10-17,Interior,41,0,41
2020-10-18,Interior,57,0,57
2020-10-19,Interior,32,0,32
2020-10-20,Interior,8,0,8
2020-10-21,Interior,7,0,7
2020-10-22,Interior,25,1,26
2020-10-23,Interior,27,0,27
2020-10-24,Interior,87,0,87
2020-10-25,Interior,49,0,49
2020-10-26,Interior,73,0,73
2020-10-27,Interior,38,0,38
2020-10-28,Interior,24,4,28
2020-10-29,Interior,23,0,23
2020-10-30,Interior,44,1,45
2020-10-31,Interior,40,0,40
2020-11-01,Interior,49,0,49
2020-11-02,Interior,41,1,42
2020-11-03,Interior,57,1,58
2020-11-04,Interior,28,0,28
2020-11-05,Interior,9,0,9
2020-11-06,Interior,32,0,32
2020-11-07,Interior,32,0,32
2020-11-08,Interior,53,0,53
2020-11-09,Interior,48,0,48
2020-11-10,Interior,26,1,27
2020-11-11,Interior,41,0,41
2020-11-12,Interior,77,0,77
2020-11-13,Interior,93,1,94
2020-11-14,Interior,78,4,82
2020-11-15,Interior,27,0,27
2020-11-16,Interior,29,0,29
2020-11-17,Interior,58,1,59
2020-11-18,Interior,69,0,69
2020-11-19,Interior,52,0,52
2020-11-20,Interior,108,2,110
2020-11-21,Interior,66,1,67
2020-11-22,Interior,43,0,43
2020-11-23,Interior,31,0,31
2020-11-24,Interior,39,0,39
2020-11-25,Interior,32,1,33
2020-11-26,Interior,58,0,58
2020-11-27,Interior,52,6,58
2020-11-28,Interior,79,1,80
2020-11-29,Interior,16,0,16
2020-11-30,Interior,24,0,24
2020-12-01,Interior,24,2,26
2020-12-02,Interior,40,0,40
2020-12-03,Interior,52,4,56
2020-12-04,Interior,150,6,156
2020-12-05,Interior,36,0,36
2020-12-06,Interior,48,2,50
2020-12-07,Interior,85,2,87
2020-12-08,Interior,88,0,88
2020-12-09,Interior,134,2,136
2020-12-10,Interior,92,2,94
2020-12-11,Interior,71,1,72
2020-12-12,Interior,49,2,51
2020-12-13,Interior,92,0,92
2020-12-14,Interior,29,1,30
2020-12-15,Interior,57,1,58
2020-12-16,Interior,33,0,33
2020-12-17,Interior,99,1,100
2020-12-18,Interior,36,0,36
2020-12-19,Interior,7,0,7
2020-12-20,Interior,15,1,16
2020-12-21,Interior,23,0,23
2020-12-22,Interior,54,0,54
2020-12-23,Interior,35,1,36
2020-12-24,Interior,20,0,20
2020-12-25,Interior,39,0,39
2020-12-26,Interior,57,0,57
2020-12-27,Interior,9,0,9
2020-12-28,Interior,32,0,32
2020-12-29,Interior,32,0,32
2020-12-30,Interior,40,0,40
2020-12-31,Interior,55,1,56
2021-01-01,Interior,55,0,55
2021-01-02,Interior,10,0,10
2021-01-03,Interior,22,0,22
2021-01-04,Interior,45,0,45
2021-01-05,Interior,71,1,72
2021-01-06,Interior,45,0,45
2021-01-07,Interior,52,0,52
2021-01-08,Interior,75,0,75
2021-01-09,Interior,34,0,34
2021-01-10,Interior,33,1,34
2021-01-11,Interior,26,0,26
2021-01-12,Interior,59,2,61
2021-01-13,Interior,55,0,55
2021-01-14,Interior,47,0,47
2021-01-15,Interior,20,0,20
2021-01-16,Interior,40,0,40
2021-01-17,Interior,14,0,14
2021-01-18,Interior,8,1,9
2021-01-19,Interior,30,0,30
2021-01-20,Interior,31,0,31
2021-01-21,Interior,41,0,41
2021-01-22,Interior,29,1,30
2021-01-23,Interior,24,0,24
2021-01-24,Interior,6,0,6
2021-01-25,Interior,9,0,9
2021-01-26,Interior,8,0,8
2021-01-27,Interior,28,1,29
2021-01-28,Interior,16,0,16
2021-01-29,Interior,12,0,12
2021-01-30,Interior,18,0,18
2021-01-31,Interior,6,0,6
2021-02-01,Interior,14,0,14
2021-02-02,Interior,25,0,25
2021-02-03,Interior,20,0,20
2021-02-04,Interior,14,0,14
2021-02-05,Interior,20,0,20
2021-02-06,Interior,56,0,56
2021-02-07,Interior,2,0,2
2021-02-08,Interior,4,0,4
2021-02-09,Interior,23,0,23
2021-02-10,Interior,13,2,15
2021-02-11,Interior,12,1,13
2021-02-12,Interior,20,0,20
2021-02-13,Interior,6,0,6
2021-02-14,Interior,4,0,4
2021-02-15,Interior,10,0,10
2021-02-16,Interior,10,0,10
2021-02-17,Interior,27,0,27
2021-02-18,Interior,21,1,22
2021-02-19,Interior,33,1,34
2021-02-20,Interior,15,0,15
2021-02-21,Interior,5,1,6
2021-02-22,Interior,5,0,5
2021-02-23,Interior,25,2,27
2021-02-24,Interior,29,1,30
2021-02-25,Interior,13,0,13
2020-03-16,MatSu,0,0,0
2020-03-17,MatSu,0,0,0
2020-03-18,MatSu,0,0,0
2020-03-19,MatSu,0,0,0
2020-03-20,MatSu,0,0,0
2020-03-21,MatSu,0,0,0
2020-03-22,MatSu,2,0,2
2020-03-23,MatSu,0,0,0
2020-03-24,MatSu,0,0,0
2020-03-25,MatSu,0,0,0
2020-03-26,MatSu,0,0,0
2020-03-27,MatSu,0,0,0
2020-03-28,MatSu,0,0,0
2020-03-29,MatSu,0,0,0
2020-03-30,MatSu,1,0,1
2020-03-31,MatSu,0,0,0
2020-04-01,MatSu,1,0,1
2020-04-02,MatSu,0,0,0
2020-04-03,MatSu,0,0,0
2020-04-04,MatSu,0,0,0
2020-04-05,MatSu,0,0,0
2020-04-06,MatSu,0,0,0
2020-04-07,MatSu,2,0,2
2020-04-08,MatSu,1,0,1
2020-04-09,MatSu,2,0,2
2020-04-10,MatSu,1,0,1
2020-04-11,MatSu,4,0,4
2020-04-12,MatSu,0,0,0
2020-04-13,MatSu,1,0,1
2020-04-14,MatSu,0,0,0
2020-04-15,MatSu,0,0,0
2020-04-16,MatSu,0,0,0
2020-04-17,MatSu,2,0,2
2020-04-18,MatSu,1,0,1
2020-04-19,MatSu,1,0,1
2020-04-20,MatSu,0,0,0
2020-04-21,MatSu,1,0,1
2020-04-22,MatSu,0,0,0
2020-04-23,MatSu,0,0,0
2020-04-25,MatSu,0,0,0
2020-04-26,MatSu,1,0,1
2020-04-27,MatSu,0,0,0
2020-04-28,MatSu,0,0,0
2020-04-30,MatSu,0,0,0
2020-05-01,MatSu,0,0,0
2020-05-02,MatSu,0,0,0
2020-05-03,MatSu,0,0,0
2020-05-04,MatSu,0,0,0
2020-05-05,MatSu,0,0,0
2020-05-06,MatSu,0,0,0
2020-05-07,MatSu,0,0,0
2020-05-08,MatSu,0,0,0
2020-05-09,MatSu,0,0,0
2020-05-10,MatSu,0,0,0
2020-05-11,MatSu,0,0,0
2020-05-12,MatSu,0,0,0
2020-05-13,MatSu,0,0,0
2020-05-14,MatSu,0,0,0
2020-05-15,MatSu,0,0,0
2020-05-16,MatSu,0,0,0
2020-05-17,MatSu,1,0,1
2020-05-19,MatSu,0,0,0
2020-05-21,MatSu,0,0,0
2020-05-22,MatSu,2,0,2
2020-05-24,MatSu,0,0,0
2020-05-25,MatSu,0,0,0
2020-05-26,MatSu,0,0,0
2020-05-27,MatSu,0,0,0
2020-05-28,MatSu,0,0,0
2020-05-29,MatSu,1,0,1
2020-05-30,MatSu,4,0,4
2020-05-31,MatSu,0,0,0
2020-06-01,MatSu,0,0,0
2020-06-02,MatSu,5,0,5
2020-06-03,MatSu,1,0,1
2020-06-04,MatSu,0,0,0
2020-06-05,MatSu,0,0,0
2020-06-06,MatSu,0,0,0
2020-06-07,MatSu,2,0,2
2020-06-08,MatSu,0,0,0
2020-06-09,MatSu,1,0,1
2020-06-10,MatSu,1,1,2
2020-06-11,MatSu,2,0,2
2020-06-12,MatSu,2,0,2
2020-06-13,MatSu,1,0,1
2020-06-14,MatSu,1,0,1
2020-06-15,MatSu,1,0,1
2020-06-16,MatSu,2,0,2
2020-06-17,MatSu,3,0,3
2020-06-18,MatSu,2,0,2
2020-06-19,MatSu,1,0,1
2020-06-20,MatSu,1,0,1
2020-06-21,MatSu,2,0,2
2020-06-22,MatSu,2,0,2
2020-06-23,MatSu,2,1,3
2020-06-24,MatSu,3,0,3
2020-06-25,MatSu,4,0,4
2020-06-26,MatSu,4,0,4
2020-06-27,MatSu,4,0,4
2020-06-28,MatSu,3,1,4
2020-06-29,MatSu,2,0,2
2020-06-30,MatSu,7,0,7
2020-07-01,MatSu,14,0,14
2020-07-02,MatSu,5,0,5
2020-07-03,MatSu,7,0,7
2020-07-04,MatSu,1,0,1
2020-07-05,MatSu,1,0,1
2020-07-06,MatSu,2,0,2
2020-07-07,MatSu,3,0,3
2020-07-08,MatSu,6,0,6
2020-07-09,MatSu,4,0,4
2020-07-10,MatSu,3,0,3
2020-07-11,MatSu,12,0,12
2020-07-12,MatSu,6,0,6
2020-07-13,MatSu,7,1,8
2020-07-14,MatSu,3,0,3
2020-07-15,MatSu,2,0,2
2020-07-16,MatSu,5,0,5
2020-07-17,MatSu,6,0,6
2020-07-18,MatSu,9,0,9
2020-07-19,MatSu,7,0,7
2020-07-20,MatSu,6,1,7
2020-07-21,MatSu,8,1,9
2020-07-22,MatSu,9,0,9
2020-07-23,MatSu,1,0,1
2020-07-24,MatSu,9,0,9
2020-07-25,MatSu,5,0,5
2020-07-26,MatSu,9,0,9
2020-07-27,MatSu,6,4,10
2020-07-28,MatSu,4,2,6
2020-07-29,MatSu,13,1,14
2020-07-30,MatSu,9,1,10
2020-07-31,MatSu,20,0,20
2020-08-01,MatSu,14,0,14
2020-08-02,MatSu,4,0,4
2020-08-03,MatSu,6,0,6
2020-08-04,MatSu,3,0,3
2020-08-05,MatSu,1,0,1
2020-08-06,MatSu,3,0,3
2020-08-07,MatSu,6,0,6
2020-08-08,MatSu,15,0,15
2020-08-09,MatSu,9,0,9
2020-08-10,MatSu,4,0,4
2020-08-11,MatSu,2,0,2
2020-08-12,MatSu,9,0,9
2020-08-13,MatSu,2,0,2
2020-08-14,MatSu,7,0,7
2020-08-15,MatSu,7,0,7
2020-08-16,MatSu,2,0,2
2020-08-17,MatSu,8,0,8
2020-08-18,MatSu,8,0,8
2020-08-19,MatSu,9,0,9
2020-08-20,MatSu,5,0,5
2020-08-21,MatSu,11,0,11
2020-08-22,MatSu,12,1,13
2020-08-23,MatSu,7,0,7
2020-08-24,MatSu,5,0,5
2020-08-25,MatSu,7,0,7
2020-08-26,MatSu,12,0,12
2020-08-27,MatSu,3,0,3
2020-08-28,MatSu,2,0,2
2020-08-29,MatSu,2,0,2
2020-08-30,MatSu,0,0,0
2020-08-31,MatSu,4,0,4
2020-09-01,MatSu,4,0,4
2020-09-02,MatSu,5,0,5
2020-09-03,MatSu,8,0,8
2020-09-04,MatSu,9,0,9
2020-09-05,MatSu,5,0,5
2020-09-06,MatSu,4,0,4
2020-09-07,MatSu,3,0,3
2020-09-08,MatSu,0,0,0
2020-09-09,MatSu,5,0,5
2020-09-10,MatSu,8,0,8
2020-09-11,MatSu,2,1,3
2020-09-12,MatSu,7,0,7
2020-09-13,MatSu,6,0,6
2020-09-14,MatSu,4,0,4
2020-09-15,MatSu,3,0,3
2020-09-16,MatSu,7,0,7
2020-09-17,MatSu,10,0,10
2020-09-18,MatSu,6,0,6
2020-09-19,MatSu,5,0,5
2020-09-20,MatSu,1,0,1
2020-09-21,MatSu,4,0,4
2020-09-22,MatSu,4,0,4
2020-09-23,MatSu,4,1,5
2020-09-24,MatSu,2,0,2
2020-09-25,MatSu,3,0,3
2020-09-26,MatSu,5,0,5
2020-09-27,MatSu,3,0,3
2020-09-28,MatSu,18,0,18
2020-09-29,MatSu,4,0,4
2020-09-30,MatSu,11,0,11
2020-10-01,MatSu,6,0,6
2020-10-02,MatSu,14,0,14
2020-10-03,MatSu,8,0,8
2020-10-04,MatSu,9,1,10
2020-10-05,MatSu,11,0,11
2020-10-06,MatSu,1,0,1
2020-10-07,MatSu,8,3,11
2020-10-08,MatSu,11,0,11
2020-10-09,MatSu,18,0,18
2020-10-10,MatSu,19,0,19
2020-10-11,MatSu,11,0,11
2020-10-12,MatSu,12,0,12
2020-10-13,MatSu,4,0,4
2020-10-14,MatSu,11,0,11
2020-10-15,MatSu,17,0,17
2020-10-16,MatSu,24,1,25
2020-10-17,MatSu,19,0,19
2020-10-18,MatSu,16,0,16
2020-10-19,MatSu,24,0,24
2020-10-20,MatSu,17,0,17
2020-10-21,MatSu,25,0,25
2020-10-22,MatSu,33,0,33
2020-10-23,MatSu,34,0,34
2020-10-24,MatSu,72,0,72
2020-10-25,MatSu,81,0,81
2020-10-26,MatSu,57,2,59
2020-10-27,MatSu,101,0,101
2020-10-28,MatSu,80,1,81
2020-10-29,MatSu,66,3,69
2020-10-30,MatSu,28,0,28
2020-10-31,MatSu,69,1,70
2020-11-01,MatSu,69,0,69
2020-11-02,MatSu,48,0,48
2020-11-03,MatSu,87,0,87
2020-11-04,MatSu,39,1,40
2020-11-05,MatSu,67,0,67
2020-11-06,MatSu,74,0,74
2020-11-07,MatSu,48,0,48
2020-11-08,MatSu,59,0,59
2020-11-09,MatSu,56,0,56
2020-11-10,MatSu,74,0,74
2020-11-11,MatSu,51,0,51
2020-11-12,MatSu,89,0,89
2020-11-13,MatSu,43,0,43
2020-11-14,MatSu,46,0,46
2020-11-15,MatSu,32,0,32
2020-11-16,MatSu,33,0,33
2020-11-17,MatSu,46,0,46
2020-11-18,MatSu,37,0,37
2020-11-19,MatSu,51,0,51
2020-11-20,MatSu,39,0,39
2020-11-21,MatSu,38,0,38
2020-11-22,MatSu,26,0,26
2020-11-23,MatSu,38,0,38
2020-11-24,MatSu,44,0,44
2020-11-25,MatSu,125,0,125
2020-11-26,MatSu,367,2,369
2020-11-27,MatSu,130,1,131
2020-11-28,MatSu,132,3,135
2020-11-29,MatSu,150,0,150
2020-11-30,MatSu,198,2,200
2020-12-01,MatSu,245,2,247
2020-12-02,MatSu,200,0,200
2020-12-03,MatSu,256,1,257
2020-12-04,MatSu,208,0,208
2020-12-05,MatSu,187,0,187
2020-12-06,MatSu,118,1,119
2020-12-07,MatSu,45,0,45
2020-12-08,MatSu,86,0,86
2020-12-09,MatSu,57,0,57
2020-12-10,MatSu,76,0,76
2020-12-11,MatSu,62,0,62
2020-12-12,MatSu,117,1,118
2020-12-13,MatSu,18,0,18
2020-12-14,MatSu,35,0,35
2020-12-15,MatSu,126,1,127
2020-12-16,MatSu,63,1,64
2020-12-17,MatSu,64,0,64
2020-12-18,MatSu,52,0,52
2020-12-19,MatSu,12,0,12
2020-12-20,MatSu,11,0,11
2020-12-21,MatSu,106,0,106
2020-12-22,MatSu,66,0,66
2020-12-23,MatSu,50,0,50
2020-12-24,MatSu,16,0,16
2020-12-25,MatSu,14,1,15
2020-12-26,MatSu,79,0,79
2020-12-27,MatSu,32,0,32
2020-12-28,MatSu,41,0,41
2020-12-29,MatSu,97,0,97
2020-12-30,MatSu,35,0,35
2020-12-31,MatSu,74,2,76
2021-01-01,MatSu,33,0,33
2021-01-02,MatSu,35,1,36
2021-01-03,MatSu,43,0,43
2021-01-04,MatSu,37,0,37
2021-01-05,MatSu,57,0,57
2021-01-06,MatSu,63,0,63
2021-01-07,MatSu,70,0,70
2021-01-08,MatSu,57,0,57
2021-01-09,MatSu,49,1,50
2021-01-10,MatSu,18,0,18
2021-01-11,MatSu,23,0,23
2021-01-12,MatSu,26,0,26
2021-01-13,MatSu,53,0,53
2021-01-14,MatSu,51,1,52
2021-01-15,MatSu,35,2,37
2021-01-16,MatSu,28,1,29
2021-01-17,MatSu,16,0,16
2021-01-18,MatSu,30,0,30
2021-01-19,MatSu,35,1,36
2021-01-20,MatSu,30,0,30
2021-01-21,MatSu,38,2,40
2021-01-22,MatSu,27,1,28
2021-01-23,MatSu,21,0,21
2021-01-24,MatSu,7,0,7
2021-01-25,MatSu,19,0,19
2021-01-26,MatSu,34,0,34
2021-01-27,MatSu,16,0,16
2021-01-28,MatSu,37,0,37
2021-01-29,MatSu,6,0,6
2021-01-30,MatSu,7,0,7
2021-01-31,MatSu,22,0,22
2021-02-01,MatSu,25,0,25
2021-02-02,MatSu,59,0,59
2021-02-03,MatSu,32,0,32
2021-02-04,MatSu,52,0,52
2021-02-05,MatSu,17,0,17
2021-02-06,MatSu,61,0,61
2021-02-07,MatSu,36,0,36
2021-02-08,MatSu,30,0,30
2021-02-09,MatSu,49,0,49
2021-02-10,MatSu,27,0,27
2021-02-11,MatSu,33,1,34
2021-02-12,MatSu,7,0,7
2021-02-13,MatSu,91,0,91
2021-02-14,MatSu,29,0,29
2021-02-15,MatSu,21,0,21
2021-02-16,MatSu,13,0,13
2021-02-17,MatSu,83,0,83
2021-02-18,MatSu,51,0,51
2021-02-19,MatSu,38,0,38
2021-02-20,MatSu,30,0,30
2021-02-21,MatSu,22,0,22
2021-02-22,MatSu,18,0,18
2021-02-23,MatSu,54,0,54
2021-02-24,MatSu,46,1,47
2021-02-25,MatSu,40,1,41
2020-03-16,Northern,0,0,0
2020-03-17,Northern,0,0,0
2020-03-18,Northern,0,0,0
2020-03-19,Northern,0,0,0
2020-03-20,Northern,0,0,0
2020-03-21,Northern,0,0,0
2020-03-22,Northern,0,0,0
2020-03-23,Northern,0,0,0
2020-03-24,Northern,0,0,0
2020-03-25,Northern,0,0,0
2020-03-26,Northern,0,0,0
2020-03-27,Northern,0,0,0
2020-03-28,Northern,0,0,0
2020-03-29,Northern,0,0,0
2020-03-30,Northern,0,0,0
2020-03-31,Northern,0,0,0
2020-04-01,Northern,0,0,0
2020-04-02,Northern,0,0,0
2020-04-03,Northern,0,0,0
2020-04-04,Northern,0,0,0
2020-04-05,Northern,0,0,0
2020-04-06,Northern,0,0,0
2020-04-07,Northern,0,0,0
2020-04-08,Northern,0,0,0
2020-04-09,Northern,0,0,0
2020-04-10,Northern,0,0,0
2020-04-11,Northern,0,0,0
2020-04-12,Northern,0,0,0
2020-04-13,Northern,0,0,0
2020-04-14,Northern,1,0,1
2020-04-15,Northern,0,0,0
2020-04-16,Northern,0,0,0
2020-04-17,Northern,0,0,0
2020-04-18,Northern,0,0,0
2020-04-19,Northern,0,0,0
2020-04-20,Northern,0,0,0
2020-04-21,Northern,0,0,0
2020-04-22,Northern,0,0,0
2020-04-23,Northern,0,0,0
2020-04-25,Northern,0,0,0
2020-04-26,Northern,0,0,0
2020-04-27,Northern,0,0,0
2020-04-28,Northern,0,0,0
2020-04-30,Northern,0,0,0
2020-05-01,Northern,0,0,0
2020-05-02,Northern,0,0,0
2020-05-03,Northern,0,0,0
2020-05-04,Northern,0,0,0
2020-05-05,Northern,0,0,0
2020-05-06,Northern,0,0,0
2020-05-07,Northern,0,0,0
2020-05-08,Northern,0,0,0
2020-05-09,Northern,0,0,0
2020-05-10,Northern,0,0,0
2020-05-11,Northern,0,0,0
2020-05-12,Northern,0,0,0
2020-05-13,Northern,0,0,0
2020-05-14,Northern,0,0,0
2020-05-15,Northern,0,0,0
2020-05-16,Northern,0,0,0
2020-05-17,Northern,0,0,0
2020-05-19,Northern,1,0,1
2020-05-21,Northern,1,0,1
2020-05-22,Northern,2,0,2
2020-05-24,Northern,0,0,0
2020-05-25,Northern,0,0,0
2020-05-26,Northern,0,0,0
2020-05-27,Northern,1,0,1
2020-05-28,Northern,0,0,0
2020-05-29,Northern,0,0,0
2020-05-30,Northern,0,0,0
2020-05-31,Northern,0,0,0
2020-06-01,Northern,0,0,0
2020-06-02,Northern,0,0,0
2020-06-03,Northern,0,0,0
2020-06-04,Northern,0,0,0
2020-06-05,Northern,0,0,0
2020-06-06,Northern,0,0,0
2020-06-07,Northern,0,0,0
2020-06-08,Northern,2,0,2
2020-06-09,Northern,0,0,0
2020-06-10,Northern,1,0,1
2020-06-11,Northern,0,0,0
2020-06-12,Northern,1,0,1
2020-06-13,Northern,0,0,0
2020-06-14,Northern,0,0,0
2020-06-15,Northern,0,0,0
2020-06-16,Northern,1,1,2
2020-06-17,Northern,0,0,0
2020-06-18,Northern,1,0,1
2020-06-19,Northern,0,0,0
2020-06-20,Northern,0,0,0
2020-06-21,Northern,1,0,1
2020-06-22,Northern,1,0,1
2020-06-23,Northern,0,0,0
2020-06-24,Northern,0,0,0
2020-06-25,Northern,0,1,1
2020-06-26,Northern,0,0,0
2020-06-27,Northern,0,0,0
2020-06-28,Northern,1,0,1
2020-06-29,Northern,0,0,0
2020-06-30,Northern,2,0,2
2020-07-01,Northern,0,0,0
2020-07-02,Northern,1,0,1
2020-07-03,Northern,0,0,0
2020-07-04,Northern,0,0,0
2020-07-05,Northern,0,0,0
2020-07-06,Northern,0,0,0
2020-07-07,Northern,1,0,1
2020-07-08,Northern,1,0,1
2020-07-09,Northern,2,0,2
2020-07-10,Northern,0,1,1
2020-07-11,Northern,3,1,4
2020-07-12,Northern,2,0,2
2020-07-13,Northern,0,0,0
2020-07-14,Northern,0,0,0
2020-07-15,Northern,1,0,1
2020-07-16,Northern,0,0,0
2020-07-17,Northern,1,0,1
2020-07-18,Northern,1,0,1
2020-07-19,Northern,0,0,0
2020-07-20,Northern,2,0,2
2020-07-21,Northern,1,0,1
2020-07-22,Northern,1,0,1
2020-07-23,Northern,1,0,1
2020-07-24,Northern,4,0,4
2020-07-25,Northern,0,0,0
2020-07-26,Northern,8,0,8
2020-07-27,Northern,1,1,2
2020-07-28,Northern,0,0,0
2020-07-29,Northern,12,0,12
2020-07-30,Northern,0,0,0
2020-07-31,Northern,0,0,0
2020-08-01,Northern,3,0,3
2020-08-02,Northern,4,1,5
