date,region,resident,nonresident,total
2020-06-07,Southwest,0,2,2
2020-06-08,Southwest,0,0,0
2020-06-09,Southwest,0,2,2
2020-06-10,Southwest,0,1,1
2020-06-11,Southwest,0,1,1
2020-06-12,Southwest,1,1,2
2020-06-13,Southwest,0,0,0
2020-06-14,Southwest,0,3,3
2020-06-15,Southwest,1,0,1
2020-06-16,Southwest,3,2,5
2020-06-17,Southwest,1,4,5
2020-06-18,Southwest,0,1,1
2020-06-19,Southwest,0,2,2
2020-06-20,Southwest,0,0,0
2020-06-21,Southwest,0,3,3
2020-06-22,Southwest,1,14,15
2020-06-23,Southwest,1,1,2
2020-06-24,Southwest,0,9,9
2020-06-25,Southwest,0,0,0
2020-06-26,Southwest,0,4,4
2020-06-27,Southwest,0,1,1
2020-06-28,Southwest,1,3,4
2020-06-29,Southwest,1,6,7
2020-06-30,Southwest,2,0,2
2020-07-01,Southwest,1,4,5
2020-07-02,Southwest,0,4,4
2020-07-03,Southwest,0,0,0
2020-07-04,Southwest,2,4,6
2020-07-05,Southwest,1,3,4
2020-07-06,Southwest,1,2,3
2020-07-07,Southwest,2,0,2
2020-07-08,Southwest,0,2,2
2020-07-09,Southwest,2,2,4
2020-07-10,Southwest,1,0,1
2020-07-11,Southwest,0,0,0
2020-07-12,Southwest,0,0,0
2020-07-13,Southwest,0,0,0
2020-07-14,Southwest,0,0,0
2020-07-15,Southwest,0,0,0
2020-07-16,Southwest,0,7,7
2020-07-17,Southwest,1,45,46
2020-07-18,Southwest,0,1,1
2020-07-19,Southwest,0,27,27
2020-07-20,Southwest,3,0,3
2020-07-21,Southwest,0,0,0
2020-07-22,Southwest,0,0,0
2020-07-23,Southwest,2,2,4
2020-07-24,Southwest,0,1,1
2020-07-25,Southwest,0,1,1
2020-07-26,Southwest,2,0,2
2020-07-27,Southwest,1,0,1
2020-07-28,Southwest,0,1,1
2020-07-29,Southwest,0,0,0
2020-07-30,Southwest,2,1,3
2020-07-31,Southwest,0,0,0
2020-08-01,Southwest,1,0,1
2020-08-02,Southwest,2,2,4
2020-08-03,Southwest,1,0,1
2020-08-04,Southwest,1,1,2
2020-08-05,Southwest,1,0,1
2020-08-06,Southwest,3,0,3
2020-08-07,Southwest,0,0,0
2020-08-08,Southwest,0,0,0
2020-08-09,Southwest,0,1,1
2020-08-10,Southwest,3,0,3
2020-08-11,Southwest,4,2,6
2020-08-12,Southwest,2,0,2
2020-08-13,Southwest,2,0,2
2020-08-14,Southwest,2,0,2
2020-08-15,Southwest,2,0,2
2020-08-16,Southwest,1,0,1
2020-08-17,Southwest,2,0,2
2020-08-18,Southwest,1,0,1
2020-08-19,Southwest,2,0,2
2020-08-20,Southwest,1,0,1
2020-08-21,Southwest,3,0,3
2020-08-22,Southwest,10,1,11
2020-08-23,Southwest,0,0,0
2020-08-24,Southwest,1,1,2
2020-08-25,Southwest,0,1,1
2020-08-26,Southwest,2,0,2
2020-08-27,Southwest,1,0,1
2020-08-28,Southwest,0,1,1
2020-08-29,Southwest,2,0,2
2020-08-30,Southwest,0,0,0
2020-08-31,Southwest,1,0,1
2020-09-01,Southwest,10,0,10
2020-09-02,Southwest,2,6,8
2020-09-03,Southwest,0,1,1
2020-09-04,Southwest,5,0,5
2020-09-05,Southwest,2,0,2
2020-09-06,Southwest,0,1,1
2020-09-07,Southwest,0,0,0
2020-09-08,Southwest,3,0,3
2020-09-09,Southwest,2,1,3
2020-09-10,Southwest,5,1,6
2020-09-11,Southwest,2,0,2
2020-09-12,Southwest,0,1,1
2020-09-13,Southwest,2,0,2
2020-09-14,Southwest,8,0,8
2020-09-15,Southwest,9,0,9
2020-09-16,Southwest,1,0,1
2020-09-17,Southwest,2,0,2
2020-09-18,Southwest,3,1,4
2020-09-19,Southwest,2,0,2
2020-09-20,Southwest,5,0,5
2020-09-21,Southwest,5,0,5
2020-09-22,Southwest,7,0,7
2020-09-23,Southwest,4,0,4
2020-09-24,Southwest,1,0,1
2020-09-25,Southwest,3,0,3
2020-09-26,Southwest,4,0,4
2020-09-27,Southwest,1,0,1
2020-09-28,Southwest,8,0,8
2020-09-29,Southwest,20,0,20
2020-09-30,Southwest,4,0,4
2020-10-01,Southwest,1,0,1
2020-10-02,Southwest,9,0,9
2020-10-03,Southwest,5,0,5
2020-10-04,Southwest,5,0,5
2020-10-05,Southwest,4,0,4
2020-10-06,Southwest,9,0,9
2020-10-07,Southwest,12,0,12
2020-10-08,Southwest,13,2,15
2020-10-09,Southwest,6,0,6
2020-10-10,Southwest,5,0,5
2020-10-11,Southwest,3,0,3
2020-10-12,Southwest,20,0,20
2020-10-13,Southwest,101,0,101
2020-10-14,Southwest,81,0,81
2020-10-15,Southwest,78,0,78
2020-10-16,Southwest,28,0,28
2020-10-17,Southwest,7,0,7
2020-10-18,Southwest,6,0,6
2020-10-19,Southwest,29,0,29
2020-10-20,Southwest,29,0,29
2020-10-21,Southwest,35,0,35
2020-10-22,Southwest,29,0,29
2020-10-23,Southwest,13,0,13
2020-10-24,Southwest,3,0,3
2020-10-25,Southwest,23,0,23
2020-10-26,Southwest,82,1,83
2020-10-27,Southwest,40,1,41
2020-10-28,Southwest,121,0,121
2020-10-29,Southwest,23,0,23
2020-10-30,Southwest,45,0,45
2020-10-31,Southwest,4,0,4
2020-11-01,Southwest,8,0,8
2020-11-02,Southwest,75,0,75
2020-11-03,Southwest,55,0,55
2020-11-04,Southwest,40,0,40
2020-11-05,Southwest,35,0,35
2020-11-06,Southwest,51,0,51
2020-11-07,Southwest,53,0,53
2020-11-08,Southwest,8,0,8
2020-11-09,Southwest,56,0,56
2020-11-10,Southwest,41,0,41
2020-11-11,Southwest,19,0,19
2020-11-12,Southwest,180,0,180
2020-11-13,Southwest,135,0,135
2020-11-14,Southwest,17,0,17
2020-11-15,Southwest,162,0,162
2020-11-16,Southwest,105,0,105
2020-11-17,Southwest,56,0,56
2020-11-18,Southwest,34,0,34
2020-11-19,Southwest,68,0,68
2020-11-20,Southwest,75,0,75
2020-11-21,Southwest,27,1,28
2020-11-22,Southwest,16,0,16
2020-11-23,Southwest,71,0,71
2020-11-24,Southwest,42,0,42
2020-11-25,Southwest,79,0,79
2020-11-26,Southwest,12,0,12
2020-11-27,Southwest,43,0,43
2020-11-28,Southwest,33,0,33
2020-11-29,Southwest,11,0,11
2020-11-30,Southwest,48,0,48
2020-12-01,Southwest,61,0,61
2020-12-02,Southwest,69,2,71
2020-12-03,Southwest,57,2,59
2020-12-04,Southwest,47,24,71
2020-12-05,Southwest,26,0,26
2020-12-06,Southwest,45,8,53
2020-12-07,Southwest,58,2,60
2020-12-08,Southwest,34,0,34
2020-12-09,Southwest,75,1,76
2020-12-10,Southwest,46,1,47
2020-12-11,Southwest,32,0,32
2020-12-12,Southwest,24,0,24
2020-12-13,Southwest,12,1,13
2020-12-14,Southwest,41,4,45
2020-12-15,Southwest,54,1,55
2020-12-16,Southwest,35,2,37
2020-12-17,Southwest,28,0,28
2020-12-18,Southwest,33,0,33
2020-12-19,Southwest,3,0,3
2020-12-20,Southwest,12,0,12
2020-12-21,Southwest,55,1,56
2020-12-22,Southwest,29,3,32
2020-12-23,Southwest,23,2,25
2020-12-24,Southwest,4,1,5
2020-12-25,Southwest,5,0,5
2020-12-26,Southwest,7,0,7
2020-12-27,Southwest,7,0,7
2020-12-28,Southwest,44,2,46
2020-12-29,Southwest,70,6,76
2020-12-30,Southwest,32,2,34
2020-12-31,Southwest,25,5,30
2021-01-01,Southwest,2,0,2
2021-01-02,Southwest,3,0,3
2021-01-03,Southwest,8,0,8
2021-01-04,Southwest,52,0,52
2021-01-05,Southwest,95,0,95
2021-01-06,Southwest,36,1,37
2021-01-07,Southwest,47,1,48
2021-01-08,Southwest,58,1,59
2021-01-09,Southwest,5,0,5
2021-01-10,Southwest,13,1,14
2021-01-11,Southwest,61,0,61
2021-01-12,Southwest,48,2,50
2021-01-13,Southwest,60,0,60
2021-01-14,Southwest,85,0,85
2021-01-15,Southwest,55,0,55
2021-01-16,Southwest,17,2,19
2021-01-17,Southwest,7,8,15
2021-01-18,Southwest,8,15,23
2021-01-19,Southwest,78,4,82
2021-01-20,Southwest,47,8,55
2021-01-21,Southwest,46,2,48
2021-01-22,Southwest,54,3,57
2021-01-23,Southwest,9,6,15
2021-01-24,Southwest,6,47,53
2021-01-25,Southwest,58,41,99
2021-01-26,Southwest,49,56,105
2021-01-27,Southwest,42,65,107
2021-01-28,Southwest,46,8,54
2021-01-29,Southwest,32,14,46
2021-01-30,Southwest,21,13,34
2021-01-31,Southwest,1,9,10
2021-02-01,Southwest,23,8,31
2021-02-02,Southwest,34,6,40
2021-02-03,Southwest,25,19,44
2021-02-04,Southwest,29,5,34
2021-02-05,Southwest,32,11,43
2021-02-06,Southwest,3,2,5
2021-02-07,Southwest,7,0,7
2021-02-08,Southwest,17,8,25
2021-02-09,Southwest,20,3,23
2021-02-10,Southwest,9,13,22
2021-02-11,Southwest,23,29,52
2021-02-12,Southwest,19,14,33
2021-02-13,Southwest,7,12,19
2021-02-14,Southwest,3,22,25
2021-02-15,Southwest,0,1,1
2021-02-16,Southwest,13,1,14
2021-02-17,Southwest,11,10,21
2021-02-18,Southwest,17,3,20
2021-02-19,Southwest,4,9,13
2021-02-20,Southwest,1,8,9
2021-02-21,Southwest,1,3,4
2021-02-22,Southwest,10,1,11
2021-02-23,Southwest,1,0,1
2021-02-24,Southwest,0,0,0
2020-03-03,Unknown,0,0,0
2020-03-04,Unknown,0,0,0
2020-03-05,Unknown,0,0,0
2020-03-06,Unknown,0,0,0
2020-03-07,Unknown,0,0,0
2020-03-08,Unknown,0,0,0
2020-03-10,Unknown,0,0,0
2020-03-11,Unknown,0,0,0
2020-03-12,Unknown,0,0,0
2020-03-13,Unknown,0,0,0
2020-03-14,Unknown,0,0,0
2020-03-15,Unknown,0,0,0
2020-03-16,Unknown,0,0,0
2020-03-17,Unknown,0,0,0
2020-03-18,Unknown,0,0,0
2020-03-19,Unknown,0,0,0
2020-03-20,Unknown,0,0,0
2020-03-21,Unknown,0,0,0
2020-03-22,Unknown,0,0,0
2020-03-23,Unknown,0,0,0
2020-03-24,Unknown,0,0,0
2020-03-25,Unknown,0,0,0
2020-03-26,Unknown,0,0,0
2020-03-27,Unknown,0,0,0
2020-03-28,Unknown,0,0,0
2020-03-29,Unknown,0,0,0
2020-03-30,Unknown,0,0,0
2020-03-31,Unknown,0,0,0
2020-04-01,Unknown,0,0,0
2020-04-02,Unknown,0,0,0
2020-04-03,Unknown,0,0,0
2020-04-04,Unknown,0,0,0
2020-04-05,Unknown,0,0,0
2020-04-06,Unknown,0,0,0
2020-04-07,Unknown,0,0,0
2020-04-08,Unknown,0,0,0
2020-04-09,Unknown,0,0,0
2020-04-10,Unknown,0,0,0
2020-04-11,Unknown,0,0,0
2020-04-12,Unknown,0,0,0
2020-04-13,Unknown,0,0,0
2020-04-14,Unknown,0,0,0
2020-04-15,Unknown,0,0,0
2020-04-16,Unknown,0,0,0
2020-04-17,Unknown,0,0,0
2020-04-18,Unknown,0,0,0
2020-04-19,Unknown,0,0,0
2020-04-20,Unknown,0,0,0
2020-04-21,Unknown,0,0,0
2020-04-23,Unknown,0,0,0
2020-04-24,Unknown,0,0,0
2020-04-25,Unknown,0,0,0
2020-04-26,Unknown,0,0,0
2020-04-27,Unknown,0,0,0
2020-04-28,Unknown,0,0,0
2020-04-29,Unknown,0,0,0
2020-04-30,Unknown,0,0,0
2020-05-01,Unknown,0,0,0
2020-05-02,Unknown,0,0,0
2020-05-03,Unknown,0,0,0
2020-05-04,Unknown,0,0,0
2020-05-06,Unknown,0,0,0
2020-05-07,Unknown,0,0,0
2020-05-09,Unknown,0,0,0
2020-05-10,Unknown,0,0,0
2020-05-11,Unknown,0,0,0
2020-05-12,Unknown,0,0,0
2020-05-13,Unknown,0,0,0
2020-05-14,Unknown,0,0,0
2020-05-15,Unknown,0,0,0
2020-05-16,Unknown,0,0,0
2020-05-17,Unknown,0,0,0
2020-05-18,Unknown,0,0,0
2020-05-19,Unknown,0,0,0
2020-05-20,Unknown,0,0,0
2020-05-21,Unknown,0,0,0
2020-05-22,Unknown,0,0,0
2020-05-23,Unknown,0,0,0
2020-05-24,Unknown,0,0,0
2020-05-25,Unknown,0,0,0
2020-05-26,Unknown,0,0,0
2020-05-27,Unknown,0,0,0
2020-05-28,Unknown,0,0,0
2020-05-29,Unknown,0,0,0
2020-05-30,Unknown,0,0,0
2020-05-31,Unknown,0,0,0
2020-06-01,Unknown,0,0,0
2020-06-02,Unknown,0,0,0
2020-06-03,Unknown,0,0,0
2020-06-04,Unknown,0,0,0
2020-06-05,Unknown,0,0,0
2020-06-06,Unknown,0,0,0
2020-06-07,Unknown,0,0,0
2020-06-08,Unknown,0,0,0
2020-06-09,Unknown,0,0,0
2020-06-10,Unknown,0,0,0
2020-06-11,Unknown,0,0,0
2020-06-12,Unknown,0,0,0
2020-06-13,Unknown,0,0,0
2020-06-14,Unknown,0,0,0
2020-06-15,Unknown,0,0,0
2020-06-16,Unknown,0,0,0
2020-06-17,Unknown,0,0,0
2020-06-18,Unknown,0,0,0
2020-06-19,Unknown,0,0,0
2020-06-20,Unknown,0,0,0
2020-06-21,Unknown,0,0,0
2020-06-22,Unknown,0,0,0
2020-06-23,Unknown,0,0,0
2020-06-24,Unknown,0,0,0
2020-06-25,Unknown,0,0,0
2020-06-26,Unknown,0,0,0
2020-06-27,Unknown,0,0,0
2020-06-28,Unknown,0,0,0
2020-06-29,Unknown,0,0,0
2020-06-30,Unknown,0,1,1
2020-07-01,Unknown,0,0,0
2020-07-02,Unknown,0,0,0
2020-07-03,Unknown,0,0,0
2020-07-04,Unknown,0,0,0
2020-07-05,Unknown,0,0,0
2020-07-06,Unknown,0,0,0
2020-07-07,Unknown,0,0,0
2020-07-08,Unknown,0,0,0
2020-07-09,Unknown,0,0,0
2020-07-10,Unknown,0,0,0
2020-07-11,Unknown,0,0,0
2020-07-12,Unknown,0,0,0
2020-07-13,Unknown,0,0,0
2020-07-14,Unknown,0,0,0
2020-07-15,Unknown,0,0,0
2020-07-16,Unknown,0,1,1
2020-07-17,Unknown,0,0,0
2020-07-18,Unknown,0,0,0
2020-07-19,Unknown,0,0,0
2020-07-20,Unknown,0,3,3
2020-07-21,Unknown,0,0,0
2020-07-22,Unknown,0,4,4
2020-07-23,Unknown,0,0,0
2020-07-24,Unknown,0,3,3
2020-07-25,Unknown,0,2,2
2020-07-26,Unknown,0,0,0
2020-07-27,Unknown,0,3,3
2020-07-28,Unknown,0,2,2
2020-07-29,Unknown,0,2,2
2020-07-30,Unknown,0,0,0
2020-07-31,Unknown,0,1,1
2020-08-01,Unknown,0,0,0
2020-08-02,Unknown,0,0,0
2020-08-03,Unknown,0,0,0
2020-08-04,Unknown,0,1,1
2020-08-05,Unknown,0,1,1
2020-08-06,Unknown,0,1,1
2020-08-07,Unknown,0,0,0
2020-08-08,Unknown,0,1,1
2020-08-09,Unknown,0,0,0
2020-08-10,Unknown,0,1,1
2020-08-11,Unknown,0,0,0
2020-08-12,Unknown,0,1,1
2020-08-13,Unknown,0,0,0
2020-08-14,Unknown,0,0,0
2020-08-15,Unknown,0,0,0
2020-08-16,Unknown,0,0,0
2020-08-17,Unknown,0,0,0
2020-08-18,Unknown,0,0,0
2020-08-19,Unknown,0,0,0
2020-08-20,Unknown,0,0,0
2020-08-21,Unknown,0,0,0
2020-08-22,Unknown,0,0,0
2020-08-23,Unknown,0,0,0
2020-08-24,Unknown,0,0,0
2020-08-25,Unknown,0,0,0
2020-08-26,Unknown,0,0,0
2020-08-27,Unknown,0,0,0
2020-08-28,Unknown,0,0,0
2020-08-29,Unknown,0,0,0
2020-08-30,Unknown,0,0,0
2020-08-31,Unknown,0,0,0
2020-09-01,Unknown,0,0,0
2020-09-02,Unknown,0,0,0
2020-09-03,Unknown,0,0,0
2020-09-04,Unknown,0,0,0
2020-09-05,Unknown,0,0,0
2020-09-06,Unknown,0,0,0
2020-09-07,Unknown,0,1,1
2020-09-08,Unknown,0,0,0
2020-09-09,Unknown,0,0,0
2020-09-10,Unknown,0,0,0
2020-09-11,Unknown,0,0,0
2020-09-12,Unknown,0,0,0
2020-09-13,Unknown,0,0,0
2020-09-14,Unknown,0,0,0
2020-09-15,Unknown,0,0,0
2020-09-16,Unknown,0,0,0
2020-09-17,Unknown,0,1,1
2020-09-18,Unknown,0,0,0
2020-09-19,Unknown,0,0,0
2020-09-20,Unknown,0,0,0
2020-09-21,Unknown,0,0,0
2020-09-22,Unknown,0,0,0
2020-09-23,Unknown,1,0,1
2020-09-24,Unknown,0,0,0
2020-09-25,Unknown,0,0,0
2020-09-26,Unknown,0,0,0
2020-09-27,Unknown,0,0,0
2020-09-28,Unknown,0,0,0
2020-09-29,Unknown,0,1,1
2020-09-30,Unknown,0,1,1
2020-10-01,Unknown,0,1,1
2020-10-02,Unknown,0,0,0
2020-10-03,Unknown,0,1,1
2020-10-04,Unknown,0,0,0
2020-10-05,Unknown,0,0,0
2020-10-06,Unknown,0,2,2
2020-10-07,Unknown,0,1,1
2020-10-08,Unknown,0,1,1
2020-10-09,Unknown,0,1,1
2020-10-10,Unknown,0,1,1
2020-10-11,Unknown,0,0,0
2020-10-12,Unknown,0,1,1
2020-10-13,Unknown,0,0,0
2020-10-14,Unknown,1,0,1
2020-10-15,Unknown,0,1,1
2020-10-16,Unknown,0,1,1
2020-10-17,Unknown,0,2,2
2020-10-18,Unknown,0,0,0
2020-10-19,Unknown,0,1,1
2020-10-20,Unknown,0,0,0
2020-10-21,Unknown,0,0,0
2020-10-22,Unknown,0,1,1
2020-10-23,Unknown,0,0,0
2020-10-24,Unknown,0,1,1
2020-10-25,Unknown,0,0,0
2020-10-26,Unknown,0,1,1
2020-10-27,Unknown,0,1,1
2020-10-28,Unknown,0,0,0
2020-10-29,Unknown,0,0,0
2020-10-30,Unknown,0,3,3
2020-10-31,Unknown,0,1,1
2020-11-01,Unknown,1,1,2
2020-11-02,Unknown,0,2,2
2020-11-03,Unknown,0,1,1
2020-11-04,Unknown,0,1,1
2020-11-05,Unknown,0,2,2
2020-11-06,Unknown,1,0,1
2020-11-07,Unknown,0,5,5
2020-11-08,Unknown,0,2,2
2020-11-09,Unknown,0,1,1
2020-11-10,Unknown,0,4,4
2020-11-11,Unknown,0,2,2
2020-11-12,Unknown,1,0,1
2020-11-13,Unknown,1,2,3
2020-11-14,Unknown,0,0,0
2020-11-15,Unknown,0,0,0
2020-11-16,Unknown,1,4,5
2020-11-17,Unknown,0,2,2
2020-11-18,Unknown,0,3,3
2020-11-19,Unknown,0,2,2
2020-11-20,Unknown,0,1,1
2020-11-21,Unknown,0,1,1
2020-11-22,Unknown,0,3,3
2020-11-23,Unknown,0,7,7
2020-11-24,Unknown,0,4,4
2020-11-25,Unknown,0,0,0
2020-11-26,Unknown,0,0,0
2020-11-27,Unknown,0,1,1
2020-11-28,Unknown,0,1,1
2020-11-29,Unknown,0,1,1
2020-11-30,Unknown,0,1,1
2020-12-01,Unknown,0,2,2
2020-12-02,Unknown,0,6,6
2020-12-03,Unknown,0,4,4
2020-12-04,Unknown,0,5,5
2020-12-05,Unknown,0,1,1
2020-12-06,Unknown,0,2,2
2020-12-07,Unknown,0,7,7
2020-12-08,Unknown,0,1,1
2020-12-09,Unknown,0,1,1
2020-12-10,Unknown,0,6,6
2020-12-11,Unknown,0,1,1
2020-12-12,Unknown,1,0,1
2020-12-13,Unknown,0,1,1
2020-12-14,Unknown,0,2,2
2020-12-15,Unknown,0,0,0
2020-12-16,Unknown,0,4,4
2020-12-17,Unknown,0,1,1
2020-12-18,Unknown,0,2,2
2020-12-19,Unknown,0,0,0
2020-12-20,Unknown,0,0,0
2020-12-21,Unknown,0,0,0
2020-12-22,Unknown,0,0,0
2020-12-23,Unknown,0,0,0
2020-12-24,Unknown,0,3,3
2020-12-25,Unknown,0,0,0
2020-12-26,Unknown,0,0,0
2020-12-27,Unknown,0,4,4
2020-12-28,Unknown,0,1,1
2020-12-29,Unknown,0,1,1
2020-12-30,Unknown,0,2,2
2020-12-31,Unknown,0,3,3
2021-01-01,Unknown,0,3,3
2021-01-02,Unknown,0,2,2
2021-01-03,Unknown,0,2,2
2021-01-04,Unknown,0,5,5
2021-01-05,Unknown,0,2,2
2021-01-06,Unknown,0,3,3
2021-01-07,Unknown,0,5,5
2021-01-08,Unknown,0,1,1
2021-01-09,Unknown,0,0,0
2021-01-10,Unknown,0,2,2
2021-01-11,Unknown,0,3,3
2021-01-12,Unknown,0,2,2
2021-01-13,Unknown,0,4,4
2021-01-14,Unknown,0,0,0
2021-01-15,Unknown,0,3,3
2021-01-16,Unknown,0,5,5
2021-01-17,Unknown,0,0,0
2021-01-18,Unknown,0,0,0
2021-01-19,Unknown,0,0,0
2021-01-20,Unknown,0,1,1
2021-01-21,Unknown,0,1,1
2021-01-22,Unknown,0,1,1
2021-01-23,Unknown,0,1,1
2021-01-24,Unknown,0,2,2
2021-01-25,Unknown,0,0,0
2021-01-26,Unknown,0,1,1
2021-01-27,Unknown,0,5,5
2021-01-28,Unknown,0,0,0
2021-01-29,Unknown,0,6,6
2021-01-30,Unknown,0,0,0
2021-01-31,Unknown,0,1,1
2021-02-01,Unknown,0,6,6
2021-02-02,Unknown,0,0,0
2021-02-03,Unknown,0,2,2
2021-02-04,Unknown,0,0,0
2021-02-05,Unknown,1,0,1
2021-02-06,Unknown,0,0,0
2021-02-07,Unknown,0,3,3
2021-02-08,Unknown,0,0,0
2021-02-09,Unknown,0,1,1
2021-02-10,Unknown,0,3,3
2021-02-11,Unknown,0,0,0
2021-02-12,Unknown,0,0,0
2021-02-13,Unknown,0,0,0
2021-02-14,Unknown,0,0,0
2021-02-15,Unknown,0,0,0
2021-02-16,Unknown,0,1,1
2021-02-17,Unknown,0,1,1
2021-02-18,Unknown,0,0,0
2021-02-19,Unknown,0,1,1
2021-02-20,Unknown,0,0,0
2021-02-21,Unknown,0,0,0
2021-02-22,Unknown,0,1,1
2021-02-23,Unknown,0,1,1
2021-02-24,Unknown,0,0,0
2020-03-03,Statewide,3,0,3
2020-03-04,Statewide,1,0,1
2020-03-05,Statewide,1,0,1
2020-03-06,Statewide,1,0,1
2020-03-07,Statewide,1,0,1
2020-03-08,Statewide,1,0,1
2020-03-10,Statewide,7,0,7
2020-03-11,Statewide,1,1,2
2020-03-12,Statewide,4,0,4
2020-03-13,Statewide,3,0,3
2020-03-14,Statewide,8,1,9
2020-03-15,Statewide,10,0,10
2020-03-16,Statewide,13,0,13
2020-03-17,Statewide,16,0,16
2020-03-18,Statewide,16,0,16
2020-03-19,Statewide,15,0,15
2020-03-20,Statewide,13,0,13
2020-03-21,Statewide,13,1,14
2020-03-22,Statewide,9,0,9
2020-03-23,Statewide,17,0,17
2020-03-24,Statewide,12,0,12
2020-03-25,Statewide,11,0,11
2020-03-26,Statewide,12,0,12
2020-03-27,Statewide,13,0,13
2020-03-28,Statewide,6,0,6
2020-03-29,Statewide,8,0,8
2020-03-30,Statewide,13,0,13
2020-03-31,Statewide,10,0,10
2020-04-01,Statewide,11,0,11
2020-04-02,Statewide,9,0,9
2020-04-03,Statewide,6,1,7
2020-04-04,Statewide,10,0,10
2020-04-05,Statewide,6,0,6
2020-04-06,Statewide,8,0,8
2020-04-07,Statewide,10,0,10
2020-04-08,Statewide,5,1,6
2020-04-09,Statewide,5,0,5
2020-04-10,Statewide,5,0,5
2020-04-11,Statewide,5,1,6
2020-04-12,Statewide,4,0,4
2020-04-13,Statewide,3,0,3
2020-04-14,Statewide,7,0,7
2020-04-15,Statewide,4,0,4
2020-04-16,Statewide,3,0,3
2020-04-17,Statewide,4,0,4
2020-04-18,Statewide,6,0,6
2020-04-19,Statewide,4,0,4
2020-04-20,Statewide,1,0,1
2020-04-21,Statewide,3,0,3
2020-04-23,Statewide,2,0,2
2020-04-24,Statewide,2,0,2
2020-04-25,Statewide,2,0,2
2020-04-26,Statewide,2,0,2
2020-04-27,Statewide,2,0,2
2020-04-28,Statewide,3,0,3
2020-04-29,Statewide,1,0,1
2020-04-30,Statewide,3,0,3
2020-05-01,Statewide,3,1,4
2020-05-02,Statewide,1,0,1
2020-05-03,Statewide,2,0,2
2020-05-04,Statewide,2,0,2
2020-05-06,Statewide,2,0,2
2020-05-07,Statewide,1,2,3
2020-05-09,Statewide,1,0,1
2020-05-10,Statewide,3,0,3
2020-05-11,Statewide,3,1,4
2020-05-12,Statewide,2,0,2
2020-05-13,Statewide,3,1,4
2020-05-14,Statewide,3,1,4
2020-05-15,Statewide,2,0,2
2020-05-16,Statewide,4,0,4
2020-05-17,Statewide,2,0,2
2020-05-18,Statewide,1,0,1
2020-05-19,Statewide,3,1,4
2020-05-20,Statewide,4,1,5
2020-05-21,Statewide,2,2,4
2020-05-22,Statewide,5,2,7
2020-05-23,Statewide,4,0,4
2020-05-24,Statewide,6,0,6
2020-05-25,Statewide,6,0,6
2020-05-26,Statewide,7,1,8
2020-05-27,Statewide,13,2,15
2020-05-28,Statewide,9,2,11
2020-05-29,Statewide,23,3,26
2020-05-30,Statewide,12,0,12
2020-05-31,Statewide,16,0,16
2020-06-01,Statewide,21,11,32
2020-06-02,Statewide,12,4,16
2020-06-03,Statewide,12,8,20
2020-06-04,Statewide,18,6,24
2020-06-05,Statewide,23,2,25
2020-06-06,Statewide,10,2,12
2020-06-07,Statewide,12,5,17
2020-06-08,Statewide,16,1,17
2020-06-09,Statewide,17,10,27
2020-06-10,Statewide,18,4,22
2020-06-11,Statewide,12,3,15
2020-06-12,Statewide,15,4,19
2020-06-13,Statewide,14,0,14
2020-06-14,Statewide,9,6,15
2020-06-15,Statewide,14,6,20
2020-06-16,Statewide,18,9,27
2020-06-17,Statewide,14,11,25
2020-06-18,Statewide,15,5,20
2020-06-19,Statewide,14,4,18
2020-06-20,Statewide,10,2,12
2020-06-21,Statewide,12,9,21
2020-06-22,Statewide,35,24,59
2020-06-23,Statewide,28,8,36
2020-06-24,Statewide,28,14,42
2020-06-25,Statewide,31,5,36
2020-06-26,Statewide,35,13,48
2020-06-27,Statewide,35,6,41
2020-06-28,Statewide,35,7,42
2020-06-29,Statewide,43,16,59
2020-06-30,Statewide,37,4,41
2020-07-01,Statewide,44,10,54
2020-07-02,Statewide,49,13,62
2020-07-03,Statewide,42,5,47
2020-07-04,Statewide,34,5,39
2020-07-05,Statewide,43,9,52
2020-07-06,Statewide,52,9,61
2020-07-07,Statewide,61,18,79
2020-07-08,Statewide,95,11,106
2020-07-09,Statewide,77,15,92
2020-07-10,Statewide,80,13,93
2020-07-11,Statewide,37,5,42
2020-07-12,Statewide,42,12,54
2020-07-13,Statewide,66,15,81
2020-07-14,Statewide,80,7,87
2020-07-15,Statewide,60,31,91
2020-07-16,Statewide,84,17,101
2020-07-17,Statewide,82,49,131
2020-07-18,Statewide,50,5,55
2020-07-19,Statewide,64,29,93
2020-07-20,Statewide,110,86,196
2020-07-21,Statewide,106,13,119
2020-07-22,Statewide,87,26,113
2020-07-23,Statewide,85,43,128
2020-07-24,Statewide,70,13,83
2020-07-25,Statewide,175,8,183
2020-07-26,Statewide,82,13,95
2020-07-27,Statewide,111,15,126
2020-07-28,Statewide,92,12,104
2020-07-29,Statewide,92,12,104
2020-07-30,Statewide,66,11,77
2020-07-31,Statewide,71,6,77
2020-08-01,Statewide,45,14,59
2020-08-02,Statewide,39,13,52
2020-08-03,Statewide,81,14,95
2020-08-04,Statewide,76,6,82
2020-08-05,Statewide,72,5,77
2020-08-06,Statewide,57,4,61
2020-08-07,Statewide,58,3,61
2020-08-08,Statewide,69,4,73
2020-08-09,Statewide,42,1,43
2020-08-10,Statewide,88,13,101
2020-08-11,Statewide,97,4,101
2020-08-12,Statewide,78,5,83
